2306272283943461158;2306064511991628711;3
2306351916175611996;2306064511991628711;3
2306523969357449681;2306064511991628711;3
2306633976760427118;2306064511991628711;2
2306674954241631111;2306064511991628711;3
2306900934477130024;2306064511991628711;2
2307173524109137222;2307010405541011678;4
2307317117751365193;2307010405541011678;3
2307362862570799165;2307010405541011678;3
2307737055187093560;2307010405541011678;3
2307893348903211627;2307010405541011678;4
2308206384290092188;2307010405541011678;3
2308318818755261337;2307010405541011678;3
2308488952988164334;2307010405541011678;3
2308514089197937096;2307010405541011678;3
2308632314893561015;2307010405541011678;4
2308643168523819756;2307010405541011678;4
2308832940224581570;2307010405541011678;4
2309080745451472095;2307010405541011678;4
2309262061285604801;2307010405541011678;4
2309360374015395163;2307010405541011678;3
2309595141764300661;2309360374015395163;1
2309624361154225908;2309595141764300661;2
2309651719975516761;2309595141764300661;2
2309837320138202231;2309595141764300661;2
2309872692788491058;2309837320138202231;2
2310023498687262888;2309837320138202231;3
2310512890899159351;2310168249430123473;2
2311031836329987217;2310710487623530740;1
2311488583024161638;2310710487623530740;1
2311992435218601377;2310710487623530740;2
2312428251979754874;2310710487623530740;1
2312533913535413637;2310710487623530740;1
2312631019688855041;2310710487623530740;1
2312786816125219937;2310710487623530740;2
2312870935837710975;2310710487623530740;1
2312899677989508731;2310710487623530740;1
2313021508749366771;2310710487623530740;2
2313379031933082554;2310710487623530740;2
2313564545256553872;2310710487623530740;1
2313741039535062534;2310710487623530740;1
2313928404218940189;2313818429974676976;2
2314329890170708579;2313818429974676976;2
2314355711853859516;2313818429974676976;2
2314422365742088574;2313818429974676976;2
2314637577588258407;2313818429974676976;2
2315131569460292241;2314954832638166816;1
2315513400467963036;2314954832638166816;2
2315740694879339339;2314954832638166816;1
2315936416827984831;2314954832638166816;1
2316075488682450127;2314954832638166816;1
2316745120865138629;2316725763271666070;2
2316869644507269925;2316725763271666070;2
2317144642331525243;2316935220111469652;4
2317329348437064144;2316935220111469652;4
2317982157687566941;2316935220111469652;3
2318005401969721849;2316935220111469652;3
2318137449456205165;2316935220111469652;3
2318211688833026411;2316935220111469652;3
2318342109654713037;2318211688833026411;2
2318590532022208456;2318211688833026411;3
2318817808093062255;2318211688833026411;3
2318950802120197948;2318211688833026411;2
2319095447325827284;2318211688833026411;3
2319113038326778281;2318211688833026411;2
2319131882447795993;2318211688833026411;3
2319436464743409122;2319384023431216330;2
2319648343317490132;2319384023431216330;2
2319698417278663059;2319384023431216330;1
2319739796485322954;2319384023431216330;2
2319755653920602218;2319384023431216330;2
2319768088431932284;2319384023431216330;2
2320058099636412047;2319384023431216330;2
2320217013155299656;2320058099636412047;2
2320586469403848992;2320058099636412047;3
2321012065032268866;2320058099636412047;2
2321187239613999922;2321164935552467520;2
2321573023217292231;2321164935552467520;1
2321879326621762559;2321164935552467520;1
2322050744820274405;2321879326621762559;1
2322535292867750689;2322332345288542452;4
2322711985306700523;2322332345288542452;4
2322725223938584540;2322332345288542452;4
2322889308379910748;2322332345288542452;3
2322902183638971770;2322332345288542452;3
2323098999361649552;2322332345288542452;3
2323503308092988786;2322332345288542452;3
2323636401499852908;2322332345288542452;4
2323841497161079507;2322332345288542452;4
2323895888217763768;2322332345288542452;4
2323965583407698540;2322332345288542452;3
2324192250735797356;2322332345288542452;3
2324348086688436105;2322332345288542452;3
2325145698384358318;2322332345288542452;3
2325245241120421996;2322332345288542452;4
2325398972269475063;2322332345288542452;3
2325568691421702585;2322332345288542452;3
2325862582504257831;2325686843703257165;4
2326071222703174652;2325686843703257165;4
2326094508454255274;2325686843703257165;4
2326266442078996758;2325686843703257165;3
2326339025448946080;2325686843703257165;3
2326374652170204416;2325686843703257165;4
2326794915631447849;2325686843703257165;4
2327071118164548211;2326960741529327656;2
2327184715166994616;2326960741529327656;2
2327350780507299396;2326960741529327656;2
2327511278503501978;2327350780507299396;2
2327749375747746679;2327350780507299396;2
2327926180652048744;2327350780507299396;2
2328340917556324681;2327350780507299396;1
2328458561847367879;2327350780507299396;1
2328579297462872985;2327350780507299396;1
2328768405229157783;2327350780507299396;2
2329014791351990558;2327350780507299396;1
2329283138274593058;2327350780507299396;2
2329434557229860541;2327350780507299396;1
2329480303690642120;2327350780507299396;2
2329963718610583246;2327350780507299396;2
2330076773404486315;2327350780507299396;1
2330177991842966996;2327350780507299396;1
2330198338726694229;2327350780507299396;2
2330600698180688295;2327350780507299396;2
2330731176493427701;2327350780507299396;2
2330891342592828479;2327350780507299396;2
2330976788813845555;2327350780507299396;1
2331844656766689981;2331034287186254293;2
2332045354501082600;2331034287186254293;1
2332425832568404938;2332333940866188955;3
2332620778259824285;2332333940866188955;3
2332807768589387344;2332333940866188955;4
2332980896228639221;2332333940866188955;3
2333290390755891398;2332333940866188955;4
2333360066572387245;2332333940866188955;3
2333386199725380727;2332333940866188955;4
2333614145415494061;2332333940866188955;3
2333669292981970566;2332333940866188955;3
2333804625364610634;2332333940866188955;4
2334007357229059292;2333846045573782827;3
2334185124392294714;2333846045573782827;3
2334328690080780357;2333846045573782827;3
2334365013934428104;2334328690080780357;2
2334484206643697670;2334328690080780357;2
2334780808062374965;2334328690080780357;2
